stock,quarter_end,eps,price,pe
DBREALTY.NS,2024-03-31,-0.12,196.35,-1636.25
DBREALTY.NS,2024-06-30,-0.25,186.05,-744.2
DBREALTY.NS,2024-09-30,-2.12,190.12,-89.6792
DBREALTY.NS,2024-12-31,0.08,173.02,2162.75
DBREALTY.NS,2025-03-31,-0.04,150.63,-3765.75
DBREALTY.NS,2025-06-30,0.23,234.48,1019.4783
DBREALTY.NS,2025-09-30,0.19,161.74,851.2632
DBREALTY.NS,2025-12-31,1.15,118.54,103.0783
DBREALTY.NS,2026-03-31,-1.09,83.97,-77.0367
DCAL.NS,2023-03-31,-4.51,124.75,-27.6608
DCAL.NS,2023-06-30,1.08,140.5,130.0926
DCAL.NS,2023-09-30,-2.61,162.55,-62.2797
DCAL.NS,2023-12-31,-3.8,170.95,-44.9868
DCAL.NS,2024-03-31,-4.46,235.55,-52.8139
DCAL.NS,2024-06-30,-4.95,178.7,-36.101
DCAL.NS,2024-09-30,2.11,180.08,85.346
DCAL.NS,2024-12-31,0.3,270.48,901.6
DCAL.NS,2025-03-31,2.75,217.79,79.1964
DCAL.NS,2025-06-30,1.49,250.95,168.4228
DCAL.NS,2025-09-30,4.16,275.6,66.25
DCAL.NS,2025-12-31,-0.83,247.59,-298.3012
DCAL.NS,2026-03-31,1.39,129.97,93.5036
DCMSHRIRAM.NS,2023-03-31,11.97,729.64,60.9557
DCMSHRIRAM.NS,2023-06-30,3.63,881.3,242.7824
DCMSHRIRAM.NS,2023-09-30,2.07,1067.91,515.8986
DCMSHRIRAM.NS,2023-12-31,15.42,1007.97,65.3677
DCMSHRIRAM.NS,2024-03-31,7.55,840.78,111.3616
DCMSHRIRAM.NS,2024-06-30,6.43,989.45,153.8802
DCMSHRIRAM.NS,2024-09-30,4.03,1021.71,253.5261
DCMSHRIRAM.NS,2024-12-31,16.81,1138.61,67.7341
DCMSHRIRAM.NS,2025-03-31,11.47,1069.94,93.2816
DCMSHRIRAM.NS,2025-06-30,7.27,1222.28,168.1265
DCMSHRIRAM.NS,2025-09-30,10.13,1140.92,112.6278
DCMSHRIRAM.NS,2025-12-31,13.6,1248.0,91.7647
DCMSHRIRAM.NS,2026-03-31,23.72,1116.5,47.07
DCXINDIA.NS,2023-03-31,4.25,145.45,34.2235
DCXINDIA.NS,2023-06-30,0.99,255.65,258.2323
DCXINDIA.NS,2023-09-30,2.05,294.0,143.4146
DCXINDIA.NS,2023-12-31,1.38,341.3,247.3188
DCXINDIA.NS,2024-03-31,2.96,294.2,99.3919
DCXINDIA.NS,2024-06-30,0.26,361.25,1389.4231
DCXINDIA.NS,2024-09-30,0.47,328.2,698.2979
DCXINDIA.NS,2024-12-31,0.9,347.95,386.6111
DCXINDIA.NS,2025-03-31,1.86,229.19,123.2204
DCXINDIA.NS,2025-06-30,0.36,275.2,764.4444
DCXINDIA.NS,2025-09-30,-0.81,242.05,-298.8272
DCXINDIA.NS,2025-12-31,-0.22,193.22,-878.2727
DCXINDIA.NS,2026-03-31,-0.03,154.23,-5141.0
DECCANCE.NS,2024-06-30,2.01,690.99,343.7761
DECCANCE.NS,2024-09-30,-2.89,597.97,-206.91
DECCANCE.NS,2024-12-31,0.58,637.0,1098.2759
DECCANCE.NS,2025-03-31,5.68,778.57,137.0722
DECCANCE.NS,2025-06-30,10.96,916.64,83.635
DECCANCE.NS,2025-09-30,6.48,1106.1,170.6944
DECCANCE.NS,2025-12-31,-0.4,743.85,-1859.625
DECCANCE.NS,2026-03-31,3.37,545.4,161.8398
DEEDEV.NS,2023-03-31,11.36,,
DEEDEV.NS,2023-06-30,-4.32,,
DEEDEV.NS,2023-09-30,1.86,,
DEEDEV.NS,2023-12-31,1.7,,
DEEDEV.NS,2024-03-31,2.24,,
DEEDEV.NS,2024-06-30,0.46,323.47,703.1957
DEEDEV.NS,2024-09-30,3.22,282.0,87.5776
DEEDEV.NS,2024-12-31,-1.93,304.95,-158.0052
DEEDEV.NS,2025-03-31,4.56,242.06,53.0833
DEEDEV.NS,2025-06-30,1.91,320.5,167.801
DEEDEV.NS,2025-09-30,2.58,266.75,103.3915
DEEDEV.NS,2025-12-31,2.64,209.6,79.3939
DEEDEV.NS,2026-03-31,4.04,268.85,66.547
DEEPAKFERT.NS,2023-03-31,20.19,531.01,26.3006
DEEPAKFERT.NS,2023-06-30,8.72,544.56,62.4495
DEEPAKFERT.NS,2023-09-30,4.76,637.11,133.8466
DEEPAKFERT.NS,2023-12-31,4.56,669.22,146.7588
DEEPAKFERT.NS,2024-03-31,17.83,496.55,27.8491
DEEPAKFERT.NS,2024-06-30,15.49,667.05,43.0633
DEEPAKFERT.NS,2024-09-30,16.64,1059.17,63.652
DEEPAKFERT.NS,2024-12-31,19.86,1187.94,59.8157
DEEPAKFERT.NS,2025-03-31,21.96,1108.26,50.4672
DEEPAKFERT.NS,2025-06-30,19.26,1695.26,88.0197
DEEPAKFERT.NS,2025-09-30,16.89,1501.9,88.9224
DEEPAKFERT.NS,2025-12-31,11.21,1287.1,114.8171
DEEPAKFERT.NS,2026-03-31,11.04,909.0,82.337
DEEPAKNTR.NS,2023-03-31,17.15,1823.45,106.3236
DEEPAKNTR.NS,2023-06-30,10.99,2151.16,195.7379
DEEPAKNTR.NS,2023-09-30,15.04,2106.29,140.0459
DEEPAKNTR.NS,2023-12-31,14.81,2464.63,166.4166
DEEPAKNTR.NS,2024-03-31,18.61,2111.3,113.4498
DEEPAKNTR.NS,2024-06-30,14.85,2485.24,167.3562
DEEPAKNTR.NS,2024-09-30,14.24,2895.12,203.309
DEEPAKNTR.NS,2024-12-31,7.19,2484.02,345.4826
DEEPAKNTR.NS,2025-03-31,14.84,1975.42,133.1146
DEEPAKNTR.NS,2025-06-30,8.23,1978.91,240.4508
DEEPAKNTR.NS,2025-09-30,8.7,1835.1,210.931
DEEPAKNTR.NS,2025-12-31,7.32,1731.7,236.571
DEEPAKNTR.NS,2026-03-31,16.11,1286.8,79.8759
DEEPINDS.NS,2023-03-31,11.29,131.52,11.6492
DEEPINDS.NS,2023-06-30,4.88,170.56,34.9508
DEEPINDS.NS,2023-09-30,4.59,263.79,57.4706
DEEPINDS.NS,2023-12-31,4.25,252.98,59.5247
DEEPINDS.NS,2024-03-31,5.64,304.39,53.9699
DEEPINDS.NS,2024-06-30,5.79,286.48,49.4784
DEEPINDS.NS,2024-09-30,6.0,432.86,72.1433
DEEPINDS.NS,2024-12-31,6.81,544.3,79.9266
DEEPINDS.NS,2025-03-31,-32.68,498.45,-15.2524
DEEPINDS.NS,2025-06-30,9.19,436.74,47.5234
DEEPINDS.NS,2025-09-30,10.53,473.5,44.9668
DEEPINDS.NS,2025-12-31,10.63,460.8,43.349
DEEPINDS.NS,2026-03-31,-2.24,430.6,-192.2321
DELHIVERY.NS,2023-03-31,-2.18,331.65,-152.133
DELHIVERY.NS,2023-06-30,-1.22,381.05,-312.3361
DELHIVERY.NS,2023-09-30,-1.4,412.7,-294.7857
DELHIVERY.NS,2023-12-31,0.16,389.25,2432.8125
DELHIVERY.NS,2024-03-31,-0.93,445.55,-479.086
DELHIVERY.NS,2024-06-30,0.74,400.15,540.7432
DELHIVERY.NS,2024-09-30,0.14,425.0,3035.7143
DELHIVERY.NS,2024-12-31,0.34,346.15,1018.0882
DELHIVERY.NS,2025-03-31,0.97,255.1,262.9897
DELHIVERY.NS,2025-06-30,1.22,382.8,313.7705
DELHIVERY.NS,2025-09-30,-0.67,450.05,-671.7164
DELHIVERY.NS,2025-12-31,0.53,403.85,761.9811
DELHIVERY.NS,2026-03-31,0.97,416.7,429.5876
DELTACORP.NS,2023-03-31,1.91,175.53,91.9005
DELTACORP.NS,2023-06-30,2.54,246.68,97.1181
DELTACORP.NS,2023-09-30,2.59,139.3,53.7838
DELTACORP.NS,2023-12-31,1.29,142.47,110.4419
DELTACORP.NS,2024-03-31,2.7,108.01,40.0037
DELTACORP.NS,2024-06-30,0.81,126.71,156.4321
DELTACORP.NS,2024-09-30,1.01,127.94,126.6733
DELTACORP.NS,2024-12-31,1.33,109.12,82.0451
DELTACORP.NS,2025-03-31,6.15,81.97,13.3285
DELTACORP.NS,2025-06-30,1.1,88.98,80.8909
DELTACORP.NS,2025-09-30,0.94,78.04,83.0213
DELTACORP.NS,2025-12-31,0.53,69.77,131.6415
DELTACORP.NS,2026-03-31,0.61,49.34,80.8852
DEN.NS,2023-03-31,2.8,26.8,9.5714
DEN.NS,2023-06-30,0.89,34.05,38.2584
DEN.NS,2023-09-30,0.96,50.3,52.3958
DEN.NS,2023-12-31,0.99,57.1,57.6768
DEN.NS,2024-03-31,1.66,47.05,28.3434
DEN.NS,2024-06-30,0.95,53.31,56.1158
DEN.NS,2024-09-30,1.09,52.8,48.4404
DEN.NS,2024-12-31,0.84,43.64,51.9524
DEN.NS,2025-03-31,1.3,31.18,23.9846
DEN.NS,2025-06-30,1.14,37.85,33.2018
DEN.NS,2025-09-30,0.74,33.02,44.6216
DEN.NS,2025-12-31,0.8,31.14,38.925
DEN.NS,2026-03-31,0.8,22.98,28.725
DENTA.NS,2023-12-31,3.45,,
DENTA.NS,2024-03-31,14.08,,
DENTA.NS,2024-06-30,6.85,,
DENTA.NS,2024-09-30,5.76,,
DENTA.NS,2024-12-31,7.79,,
DENTA.NS,2025-03-31,5.14,284.1,55.2724
DENTA.NS,2025-06-30,6.95,289.41,41.6417
DENTA.NS,2025-09-30,7.09,442.25,62.3766
DENTA.NS,2025-12-31,5.36,335.9,62.6679
DENTA.NS,2026-03-31,3.41,224.75,65.9091
DEVYANI.NS,2023-03-31,0.5,144.65,289.3
DEVYANI.NS,2023-06-30,0.1,188.35,1883.5
DEVYANI.NS,2023-09-30,0.28,214.35,765.5357
DEVYANI.NS,2023-12-31,0.08,193.75,2421.875
DEVYANI.NS,2024-03-31,-0.06,150.45,-2507.5
DEVYANI.NS,2024-06-30,0.25,164.71,658.84
DEVYANI.NS,2024-09-30,0.0,195.76,
DEVYANI.NS,2024-12-31,-0.0,182.45,
DEVYANI.NS,2025-03-31,-0.12,149.14,-1242.8333
DEVYANI.NS,2025-06-30,0.03,167.77,5592.3333
DEVYANI.NS,2025-09-30,-0.18,168.03,-933.5
DEVYANI.NS,2025-12-31,-0.08,147.95,-1849.375
DEVYANI.NS,2026-03-31,-0.08,94.59,-1182.375
DHAMPURSUG.NS,2023-03-31,9.09,215.16,23.67
DHAMPURSUG.NS,2023-06-30,6.83,266.09,38.959
DHAMPURSUG.NS,2023-09-30,0.81,300.85,371.4198
DHAMPURSUG.NS,2023-12-31,4.78,250.01,52.3033
DHAMPURSUG.NS,2024-03-31,7.93,204.94,25.8436
DHAMPURSUG.NS,2024-06-30,0.24,219.96,916.5
DHAMPURSUG.NS,2024-09-30,-2.06,225.09,-109.267
DHAMPURSUG.NS,2024-12-31,2.31,159.18,68.9091
DHAMPURSUG.NS,2025-03-31,7.5,118.11,15.748
DHAMPURSUG.NS,2025-06-30,0.13,151.82,1167.8462
DHAMPURSUG.NS,2025-09-30,-1.23,131.3,-106.748
DHAMPURSUG.NS,2025-12-31,4.12,121.66,29.5291
DHAMPURSUG.NS,2026-03-31,7.1,139.82,19.693
DHANUKA.NS,2022-03-31,11.68,701.08,60.024
DHANUKA.NS,2022-06-30,10.54,678.9,64.4118
DHANUKA.NS,2022-09-30,15.68,643.62,41.0472
DHANUKA.NS,2022-12-31,9.89,702.29,71.0101
DHANUKA.NS,2023-03-31,14.33,602.38,42.0363
DHANUKA.NS,2023-06-30,7.23,788.15,109.0111
DHANUKA.NS,2023-09-30,22.33,831.33,37.2293
DHANUKA.NS,2023-12-31,9.95,1044.1,104.9347
DHANUKA.NS,2024-03-31,12.95,1021.06,78.8463
DHANUKA.NS,2024-06-30,10.73,1678.03,156.3868
DHANUKA.NS,2024-09-30,26.07,1544.71,59.2524
DHANUKA.NS,2024-12-31,12.21,1475.94,120.8796
DHANUKA.NS,2025-03-31,16.75,1292.4,77.1582
DHARMAJ.NS,2024-06-30,4.46,249.27,55.8901
DHARMAJ.NS,2024-09-30,6.22,339.8,54.6302
DHARMAJ.NS,2024-12-31,0.35,255.35,729.5714
DHARMAJ.NS,2025-03-31,-0.72,181.34,-251.8611
DHARMAJ.NS,2025-06-30,9.64,318.86,33.0768
DHARMAJ.NS,2025-09-30,5.13,301.4,58.7524
DHARMAJ.NS,2025-12-31,0.22,240.92,1095.0909
DHARMAJ.NS,2026-03-31,1.17,230.21,196.7607
DIACABS.NS,2017-12-31,-0.11,184.5,-1677.2727
DIACABS.NS,2023-06-30,0.1,19.5,195.0
DIACABS.NS,2023-09-30,0.04,3.42,85.5
DIACABS.NS,2023-12-31,-0.1,16.01,-160.1
DIACABS.NS,2024-03-31,0.27,53.24,197.1852
DIACABS.NS,2024-06-30,0.31,129.46,417.6129
DIACABS.NS,2024-09-30,0.08,139.52,1744.0
DIACABS.NS,2024-12-31,0.12,153.85,1282.0833
DIACABS.NS,2025-03-31,0.15,89.53,596.8667
DIACABS.NS,2025-06-30,0.38,138.23,363.7632
DIACABS.NS,2025-09-30,0.53,149.31,281.717
DIACABS.NS,2025-12-31,0.94,138.05,146.8617
DIACABS.NS,2026-03-31,1.15,118.82,103.3217
DIAMONDYD.NS,2020-03-31,8.43,493.64,58.5575
DIAMONDYD.NS,2020-06-30,-2.54,604.53,-238.0039
DIAMONDYD.NS,2020-09-30,3.6,599.78,166.6056
DIAMONDYD.NS,2020-12-31,1.94,665.37,342.9742
DIAMONDYD.NS,2021-03-31,3.04,586.15,192.8125
DIAMONDYD.NS,2021-06-30,-0.68,670.98,-986.7353
DIAMONDYD.NS,2021-09-30,6.26,671.3,107.2364
DIAMONDYD.NS,2021-12-31,-3.09,840.58,-272.0324
DIAMONDYD.NS,2022-03-31,-1.26,686.67,-544.9762
DIAMONDYD.NS,2022-06-30,-4.86,629.0,-129.4239
DIAMONDYD.NS,2022-09-30,1.81,889.15,491.2431
DIAMONDYD.NS,2022-12-31,2.24,905.93,404.433
DIAMONDYD.NS,2023-03-31,9.21,733.5,79.6417
DIFFNKG.NS,2024-03-31,3.27,,
DIFFNKG.NS,2024-06-30,2.58,,
DIFFNKG.NS,2024-09-30,3.01,,
DIFFNKG.NS,2024-12-31,1.89,330.96,175.1111
DIFFNKG.NS,2025-03-31,3.48,261.74,75.2126
DIFFNKG.NS,2025-06-30,3.26,296.68,91.0061
DIFFNKG.NS,2025-09-30,2.7,360.85,133.6481
DIFFNKG.NS,2025-12-31,3.22,334.8,103.9752
DIFFNKG.NS,2026-03-31,4.27,249.8,58.5012
DIVISLAB.NS,2023-03-31,12.09,2771.03,229.2002
DIVISLAB.NS,2023-06-30,13.41,3517.2,262.2819
DIVISLAB.NS,2023-09-30,13.11,3725.22,284.151
DIVISLAB.NS,2023-12-31,13.49,3862.5,286.3232
DIVISLAB.NS,2024-03-31,20.27,3408.76,168.1677
DIVISLAB.NS,2024-06-30,16.2,4547.7,280.7222
DIVISLAB.NS,2024-09-30,19.21,5418.68,282.076
DIVISLAB.NS,2024-12-31,22.19,6071.16,273.5989
DIVISLAB.NS,2025-03-31,24.94,5749.27,230.5241
DIVISLAB.NS,2025-06-30,20.53,6778.63,330.1817
DIVISLAB.NS,2025-09-30,25.95,5689.5,219.2486
DIVISLAB.NS,2025-12-31,21.96,6392.5,291.0974
DIVISLAB.NS,2026-03-31,28.29,5947.0,210.2156
DIXON.NS,2023-03-31,13.54,2857.24,211.0222
DIXON.NS,2023-06-30,11.55,4382.37,379.426
DIXON.NS,2023-09-30,18.02,5285.01,293.2858
DIXON.NS,2023-12-31,16.12,6561.48,407.0397
DIXON.NS,2024-03-31,15.91,7473.25,469.7203
DIXON.NS,2024-06-30,22.34,11961.7,535.4387
DIXON.NS,2024-09-30,65.15,13796.81,211.7699
DIXON.NS,2024-12-31,28.5,17928.32,629.0639
DIXON.NS,2025-03-31,66.54,13173.64,197.9808
DIXON.NS,2025-06-30,37.2,14976.33,402.5895
DIXON.NS,2025-09-30,110.72,16322.0,147.4169
DIXON.NS,2025-12-31,47.34,12102.0,255.6401
DIXON.NS,2026-03-31,42.17,9673.0,229.3811
DLF.NS,2023-03-31,2.3,349.34,151.887
DLF.NS,2023-06-30,2.13,480.43,225.554
DLF.NS,2023-09-30,2.52,524.05,207.9563
DLF.NS,2023-12-31,2.65,717.03,270.5774
DLF.NS,2024-03-31,3.72,885.43,238.0188
DLF.NS,2024-06-30,2.61,814.11,311.9195
DLF.NS,2024-09-30,5.58,888.65,159.2563
DLF.NS,2024-12-31,4.28,818.91,191.3341
DLF.NS,2025-03-31,5.18,675.56,130.417
DLF.NS,2025-06-30,3.08,831.72,270.039
DLF.NS,2025-09-30,4.77,713.0,149.4759
DLF.NS,2025-12-31,4.86,687.4,141.4403
DLF.NS,2026-03-31,5.12,504.1,98.457
DLINKINDIA.NS,2023-03-31,5.69,211.17,37.1125
DLINKINDIA.NS,2023-06-30,5.9,231.81,39.2898
DLINKINDIA.NS,2023-09-30,6.65,300.25,45.1504
DLINKINDIA.NS,2023-12-31,6.46,302.02,46.7523
DLINKINDIA.NS,2024-03-31,7.07,253.57,35.8656
DLINKINDIA.NS,2024-06-30,6.65,436.18,65.591
DLINKINDIA.NS,2024-09-30,7.53,595.09,79.0292
DLINKINDIA.NS,2024-12-31,7.46,525.34,70.4209
DLINKINDIA.NS,2025-03-31,7.73,395.4,51.1514
DLINKINDIA.NS,2025-06-30,6.87,540.47,78.671
DLINKINDIA.NS,2025-09-30,7.15,463.0,64.7552
DLINKINDIA.NS,2025-12-31,7.52,420.2,55.8777
DLINKINDIA.NS,2026-03-31,7.78,377.75,48.554
DMART.NS,2023-03-31,7.1,3401.05,479.0211
DMART.NS,2023-06-30,10.12,3889.2,384.3083
DMART.NS,2023-09-30,9.58,3675.6,383.6743
DMART.NS,2023-12-31,10.61,4082.65,384.7926
DMART.NS,2024-03-31,8.66,4525.6,522.5866
DMART.NS,2024-06-30,11.89,4716.75,396.6989
DMART.NS,2024-09-30,10.14,5096.3,502.5937
DMART.NS,2024-12-31,11.12,3561.85,320.3103
DMART.NS,2025-03-31,8.47,4083.2,482.0779
DMART.NS,2025-06-30,11.88,4372.3,368.0387
DMART.NS,2025-09-30,10.53,4475.4,425.0142
DMART.NS,2025-12-31,13.15,3782.2,287.6198
DMART.NS,2026-03-31,10.07,3956.8,392.9295
DMCC.NS,2023-03-31,2.68,236.27,88.1604
DMCC.NS,2023-06-30,1.26,310.3,246.2698
DMCC.NS,2023-09-30,0.95,308.12,324.3368
DMCC.NS,2023-12-31,0.12,327.9,2732.5
DMCC.NS,2024-03-31,2.31,268.37,116.1775
DMCC.NS,2024-06-30,0.55,310.99,565.4364
DMCC.NS,2024-09-30,2.33,265.07,113.7639
DMCC.NS,2024-12-31,3.16,358.82,113.5506
DMCC.NS,2025-03-31,2.59,291.87,112.6911
DMCC.NS,2025-06-30,3.11,258.86,83.2347
DMCC.NS,2025-09-30,2.31,305.55,132.2727
DMCC.NS,2025-12-31,2.47,254.25,102.9352
DMCC.NS,2026-03-31,3.07,197.56,64.3518
DODLA.NS,2023-03-31,3.79,461.92,121.8786
DODLA.NS,2023-06-30,5.88,581.69,98.9269
DODLA.NS,2023-09-30,7.33,687.42,93.7817
DODLA.NS,2023-12-31,6.95,874.73,125.8604
DODLA.NS,2024-03-31,7.87,799.98,101.6493
DODLA.NS,2024-06-30,10.93,1010.94,92.4922
DODLA.NS,2024-09-30,10.51,1157.71,110.1532
DODLA.NS,2024-12-31,10.54,1269.44,120.4402
DODLA.NS,2025-03-31,11.27,1155.26,102.5075
DODLA.NS,2025-06-30,10.42,1431.76,137.405
DODLA.NS,2025-09-30,10.89,1325.0,121.6713
DODLA.NS,2025-12-31,11.39,1250.8,109.8156
DODLA.NS,2026-03-31,11.56,971.1,84.0052
DOLATALGO.NS,2023-03-31,0.34,41.77,122.8529
DOLATALGO.NS,2023-06-30,0.73,45.59,62.4521
DOLATALGO.NS,2023-09-30,1.99,47.03,23.6332
DOLATALGO.NS,2023-12-31,2.35,62.22,26.4766
DOLATALGO.NS,2024-03-31,3.87,68.02,17.5762
DOLATALGO.NS,2024-06-30,4.07,135.36,33.258
DOLATALGO.NS,2024-09-30,3.79,141.05,37.2164
DOLATALGO.NS,2024-12-31,2.12,125.94,59.4057
DOLATALGO.NS,2025-03-31,2.25,84.21,37.4267
DOLATALGO.NS,2025-06-30,2.21,100.19,45.3348
DOLATALGO.NS,2025-09-30,0.26,79.32,305.0769
DOLATALGO.NS,2025-12-31,2.21,90.16,40.7964
DOLATALGO.NS,2026-03-31,2.65,65.96,24.8906
DOLLAR.NS,2023-03-31,0.1,340.65,3406.5
DOLLAR.NS,2023-06-30,2.56,372.29,145.4258
DOLLAR.NS,2023-09-30,4.38,410.3,93.6758
DOLLAR.NS,2023-12-31,3.12,456.14,146.1987
DOLLAR.NS,2024-03-31,5.83,508.05,87.1441
DOLLAR.NS,2024-06-30,2.7,533.85,197.7222
DOLLAR.NS,2024-09-30,4.67,502.16,107.5289
DOLLAR.NS,2024-12-31,3.52,486.53,138.2188
DOLLAR.NS,2025-03-31,5.16,388.21,75.2345
DOLLAR.NS,2025-06-30,3.76,372.68,99.117
DOLLAR.NS,2025-09-30,6.2,367.25,59.2339
DOLLAR.NS,2025-12-31,3.24,351.35,108.4414
DOLLAR.NS,2026-03-31,5.74,223.3,38.9024
DOLPHIN.NS,2023-03-31,13.4,30.4,2.2687
DOLPHIN.NS,2023-06-30,0.04,30.4,760.0
DOLPHIN.NS,2023-09-30,1.12,38.51,34.3839
DOLPHIN.NS,2023-12-31,0.11,128.2,1165.4545
DOLPHIN.NS,2024-03-31,0.36,297.65,826.8056
DOLPHIN.NS,2024-06-30,1.89,702.75,371.8254
DOLPHIN.NS,2024-09-30,3.23,522.0,161.6099
DOLPHIN.NS,2024-12-31,3.89,574.35,147.6478
DOLPHIN.NS,2025-03-31,2.61,288.96,110.7126
DOLPHIN.NS,2025-06-30,2.83,448.75,158.5689
DOLPHIN.NS,2025-09-30,3.9,389.75,99.9359
DOLPHIN.NS,2025-12-31,3.32,479.2,144.3373
DOLPHIN.NS,2026-03-31,7.08,395.7,55.8898
DOMS.NS,2023-03-31,912.21,,
DOMS.NS,2023-06-30,929.13,,
DOMS.NS,2023-09-30,6.4,,
DOMS.NS,2023-12-31,6.15,1248.17,202.9545
DOMS.NS,2024-03-31,7.44,1562.46,210.0081
DOMS.NS,2024-06-30,8.54,2035.91,238.397
DOMS.NS,2024-09-30,8.46,2697.22,318.8203
DOMS.NS,2024-12-31,8.36,2618.22,313.1842
DOMS.NS,2025-03-31,7.98,2873.76,360.1203
DOMS.NS,2025-06-30,9.44,2516.64,266.5932
DOMS.NS,2025-09-30,9.6,2486.3,258.9896
DOMS.NS,2025-12-31,9.54,2615.4,274.1509
DOMS.NS,2026-03-31,9.35,2298.4,245.8182
DPABHUSHAN.NS,2019-12-31,1.86,47.89,25.7473
DPABHUSHAN.NS,2020-03-31,2.54,60.34,23.7559
DPABHUSHAN.NS,2020-06-30,1.46,57.65,39.4863
DPABHUSHAN.NS,2020-09-30,3.2,91.35,28.5469
DPABHUSHAN.NS,2020-12-31,3.92,85.38,21.7806
DPABHUSHAN.NS,2021-03-31,3.72,116.99,31.4489
DPABHUSHAN.NS,2021-06-30,1.91,162.04,84.8377
DPABHUSHAN.NS,2021-09-30,4.87,213.61,43.8624
DPABHUSHAN.NS,2021-12-31,7.1,434.0,61.1268
DPABHUSHAN.NS,2022-03-31,4.34,372.32,85.788
DPSCLTD.NS,2023-03-31,0.07,10.25,146.4286
DPSCLTD.NS,2023-06-30,0.03,11.34,378.0
DPSCLTD.NS,2023-09-30,0.03,17.43,581.0
DPSCLTD.NS,2023-12-31,0.04,19.42,485.5
DPSCLTD.NS,2024-03-31,0.08,15.29,191.125
DPSCLTD.NS,2024-06-30,0.03,17.19,573.0
DPSCLTD.NS,2024-09-30,0.03,19.74,658.0
DPSCLTD.NS,2024-12-31,0.03,16.75,558.3333
DPSCLTD.NS,2025-03-31,-0.02,11.27,-563.5
DPSCLTD.NS,2025-06-30,0.03,13.2,440.0
DPSCLTD.NS,2025-09-30,0.04,12.09,302.25
DPSCLTD.NS,2025-12-31,0.02,10.05,502.5
DPSCLTD.NS,2026-03-31,0.04,7.08,177.0
DRREDDY.NS,2023-03-31,11.53,906.23,78.5976
DRREDDY.NS,2023-06-30,16.87,1011.47,59.9567
DRREDDY.NS,2023-09-30,17.77,1103.82,62.1171
DRREDDY.NS,2023-12-31,16.56,1145.49,69.1721
DRREDDY.NS,2024-03-31,15.7,1216.61,77.4911
DRREDDY.NS,2024-06-30,16.69,1264.91,75.7885
DRREDDY.NS,2024-09-30,15.05,1341.81,89.1568
DRREDDY.NS,2024-12-31,16.94,1379.75,81.4492
DRREDDY.NS,2025-03-31,19.09,1136.99,59.5595
DRREDDY.NS,2025-06-30,16.99,1275.21,75.0565
DRREDDY.NS,2025-09-30,16.14,1223.7,75.8178
DRREDDY.NS,2025-12-31,14.5,1271.4,87.6828
DRREDDY.NS,2026-03-31,2.65,1254.9,473.5472
DSSL.NS,2023-03-31,9.71,312.57,32.1905
DSSL.NS,2023-06-30,11.04,491.24,44.4964
DSSL.NS,2023-09-30,9.9,694.82,70.1838
DSSL.NS,2023-12-31,10.36,619.34,59.7819
DSSL.NS,2024-03-31,11.09,1026.95,92.6014
DSSL.NS,2024-06-30,13.85,1132.86,81.7949
DSSL.NS,2024-09-30,14.35,1390.69,96.9122
DSSL.NS,2024-12-31,14.43,1374.0,95.2183
DSSL.NS,2025-03-31,14.3,1030.83,72.086
DSSL.NS,2025-06-30,15.42,1081.45,70.1329
DSSL.NS,2025-09-30,17.81,859.95,48.2847
DSSL.NS,2025-12-31,18.45,1017.65,55.1572
DSSL.NS,2026-03-31,14.85,784.85,52.8519
DVL.NS,2023-03-31,18.82,205.62,10.9256
DVL.NS,2023-06-30,11.57,268.47,23.204
DVL.NS,2023-09-30,21.67,257.47,11.8814
DVL.NS,2023-12-31,3.55,305.15,85.9577
DVL.NS,2024-03-31,6.95,309.04,44.4662
DVL.NS,2024-06-30,19.99,350.38,17.5278
DVL.NS,2024-09-30,19.36,487.27,25.1689
DVL.NS,2024-12-31,26.7,357.31,13.3824
DVL.NS,2025-03-31,-24.87,311.29,-12.5167
DVL.NS,2025-06-30,20.36,333.35,16.3728
DVL.NS,2025-09-30,-3.05,360.02,-118.0393
DVL.NS,2025-12-31,1.73,280.89,162.3642
DVL.NS,2026-03-31,6.96,187.39,26.9239
DWARKESH.NS,2008-12-31,0.28,3.05,10.8929
DWARKESH.NS,2009-03-31,0.47,2.93,6.234
DWARKESH.NS,2009-06-30,0.88,6.11,6.9432
DWARKESH.NS,2009-09-30,-0.09,7.8,-86.6667
DWARKESH.NS,2009-12-31,2.05,8.13,3.9659
DWARKESH.NS,2010-03-31,-1.42,5.66,-3.9859
DWARKESH.NS,2010-06-30,0.45,5.14,11.4222
DWARKESH.NS,2010-09-30,-1.64,7.71,-4.7012
DYNAMATECH.NS,2023-03-31,27.69,2750.61,99.3359
DYNAMATECH.NS,2023-06-30,65.22,3770.53,57.8125
DYNAMATECH.NS,2023-09-30,19.08,4065.48,213.0755
DYNAMATECH.NS,2023-12-31,17.72,5101.54,287.8973
DYNAMATECH.NS,2024-03-31,90.06,7445.97,82.6779
DYNAMATECH.NS,2024-06-30,17.96,7335.29,408.4237
DYNAMATECH.NS,2024-09-30,18.97,7960.36,419.6289
DYNAMATECH.NS,2024-12-31,5.57,8456.99,1518.3106
DYNAMATECH.NS,2025-03-31,25.37,6209.5,244.7576
DYNAMATECH.NS,2025-06-30,16.98,7186.29,423.2208
DYNAMATECH.NS,2025-09-30,5.22,6843.47,1311.0096
