stock,quarter_end,eps,price,pe
SHRIRAMPPS.NS,2023-03-31,0.9,60.85,67.6111
SHRIRAMPPS.NS,2023-06-30,0.98,64.8,66.1224
SHRIRAMPPS.NS,2023-09-30,1.19,89.0,74.7899
SHRIRAMPPS.NS,2023-12-31,1.09,122.35,112.2477
SHRIRAMPPS.NS,2024-03-31,1.19,113.05,95.0
SHRIRAMPPS.NS,2024-06-30,1.02,109.28,107.1373
SHRIRAMPPS.NS,2024-09-30,-0.06,127.98,-2133.0
SHRIRAMPPS.NS,2024-12-31,0.76,107.28,141.1579
SHRIRAMPPS.NS,2025-03-31,2.8,72.51,25.8964
SHRIRAMPPS.NS,2025-06-30,1.21,100.08,82.7107
SHRIRAMPPS.NS,2025-09-30,0.5,87.56,175.12
SHRIRAMPPS.NS,2025-12-31,-0.4,85.02,-212.55
SHRIRAMPPS.NS,2026-03-31,4.6,61.13,13.2891
SHYAMMETL.NS,2023-03-31,10.05,258.51,25.7224
SHYAMMETL.NS,2023-06-30,8.0,355.09,44.3862
SHYAMMETL.NS,2023-09-30,18.98,436.78,23.0126
SHYAMMETL.NS,2023-12-31,4.99,621.22,124.493
SHYAMMETL.NS,2024-03-31,7.76,585.16,75.4072
SHYAMMETL.NS,2024-06-30,9.89,662.39,66.9757
SHYAMMETL.NS,2024-09-30,7.72,901.51,116.7759
SHYAMMETL.NS,2024-12-31,7.08,724.27,102.298
SHYAMMETL.NS,2025-03-31,7.84,849.74,108.3852
SHYAMMETL.NS,2025-06-30,10.47,866.76,82.7851
SHYAMMETL.NS,2025-09-30,9.38,913.3,97.3667
SHYAMMETL.NS,2025-12-31,7.07,847.65,119.8939
SHYAMMETL.NS,2026-03-31,11.43,771.1,67.4628
SICALLOG.NS,2023-03-31,-37.15,115.5,-3.109
SICALLOG.NS,2023-06-30,-0.64,115.5,-180.4688
SICALLOG.NS,2023-09-30,-0.42,115.5,-275.0
SICALLOG.NS,2023-12-31,0.53,253.45,478.2075
SICALLOG.NS,2024-03-31,-0.65,176.5,-271.5385
SICALLOG.NS,2024-06-30,-0.86,170.2,-197.907
SICALLOG.NS,2024-09-30,-0.32,185.41,-579.4062
SICALLOG.NS,2024-12-31,-0.22,143.75,-653.4091
SICALLOG.NS,2025-03-31,-0.2,82.08,-410.4
SICALLOG.NS,2025-06-30,-0.21,109.54,-521.619
SICALLOG.NS,2025-09-30,0.56,103.92,185.5714
SICALLOG.NS,2025-12-31,2.3,87.15,37.8913
SICALLOG.NS,2026-03-31,-1.25,63.01,-50.408
SIEMENS.NS,2023-03-31,13.24,1938.48,146.4109
SIEMENS.NS,2023-06-30,12.79,2194.43,171.5739
SIEMENS.NS,2023-09-30,16.04,2139.69,133.3971
SIEMENS.NS,2023-12-31,14.19,2344.89,165.2495
SIEMENS.NS,2024-03-31,22.54,3143.49,139.4627
SIEMENS.NS,2024-06-30,16.22,4506.66,277.8459
SIEMENS.NS,2024-09-30,23.33,4240.81,181.775
SIEMENS.NS,2024-12-31,17.25,3823.19,221.6342
SIEMENS.NS,2025-03-31,16.34,3096.63,189.5122
SIEMENS.NS,2025-06-30,11.88,3251.5,273.6953
SIEMENS.NS,2025-09-30,13.62,3129.2,229.7504
SIEMENS.NS,2025-12-31,7.79,3063.3,393.2349
SIEMENS.NS,2026-03-31,10.39,2935.0,282.4832
SIGACHI.NS,2023-03-31,0.24,22.18,92.4167
SIGACHI.NS,2023-06-30,0.35,30.76,87.8857
SIGACHI.NS,2023-09-30,0.49,39.86,81.3469
SIGACHI.NS,2023-12-31,0.5,51.2,102.4
SIGACHI.NS,2024-03-31,0.46,55.48,120.6087
SIGACHI.NS,2024-06-30,0.4,60.21,150.525
SIGACHI.NS,2024-09-30,0.65,54.97,84.5692
SIGACHI.NS,2024-12-31,0.64,49.83,77.8594
SIGACHI.NS,2025-03-31,0.35,35.11,100.3143
SIGACHI.NS,2025-06-30,-2.63,48.65,-18.4981
SIGACHI.NS,2025-09-30,0.28,38.7,138.2143
SIGACHI.NS,2025-12-31,0.01,31.12,3112.0
SIGACHI.NS,2026-03-31,0.2,16.92,84.6
SIGMAADV.NS,2023-03-31,0.34,22.1,65.0
SIGMAADV.NS,2023-06-30,0.47,29.8,63.4043
SIGMAADV.NS,2023-09-30,-0.44,50.45,-114.6591
SIGMAADV.NS,2023-12-31,-0.65,67.15,-103.3077
SIGMAADV.NS,2024-03-31,-1.1,89.45,-81.3182
SIGMAADV.NS,2024-06-30,-2.27,64.47,-28.4009
SIGMAADV.NS,2024-09-30,-1.93,67.45,-34.9482
SIGMAADV.NS,2024-12-31,0.99,88.37,89.2626
SIGMAADV.NS,2025-03-31,1.17,49.06,41.9316
SIGMAADV.NS,2025-06-30,18.47,109.46,5.9264
SIGMAADV.NS,2025-09-30,0.57,153.1,268.5965
SIGMAADV.NS,2025-12-31,-0.14,188.06,-1343.2857
SIGMAADV.NS,2026-03-31,7.29,147.52,20.2359
SIGNATURE.NS,2023-03-31,0.61,,
SIGNATURE.NS,2023-06-30,-0.58,,
SIGNATURE.NS,2023-09-30,-1.42,477.75,-336.4437
SIGNATURE.NS,2023-12-31,0.15,877.35,5849.0
SIGNATURE.NS,2024-03-31,2.93,1359.2,463.8908
SIGNATURE.NS,2024-06-30,0.48,1386.7,2888.9583
SIGNATURE.NS,2024-09-30,0.29,1597.75,5509.4828
SIGNATURE.NS,2024-12-31,2.07,1364.75,659.2995
SIGNATURE.NS,2025-03-31,4.35,1093.7,251.4253
SIGNATURE.NS,2025-06-30,2.45,1237.3,505.0204
SIGNATURE.NS,2025-09-30,-3.33,1054.0,-316.5165
SIGNATURE.NS,2025-12-31,-3.23,1127.4,-349.0402
SIGNATURE.NS,2026-03-31,82.02,714.2,8.7076
SIGNPOST.NS,2023-09-30,1.21,,
SIGNPOST.NS,2023-12-31,1.77,,
SIGNPOST.NS,2024-03-31,3.33,374.44,112.4444
SIGNPOST.NS,2024-06-30,2.1,281.75,134.1667
SIGNPOST.NS,2024-09-30,2.98,257.9,86.5436
SIGNPOST.NS,2024-12-31,1.08,369.31,341.9537
SIGNPOST.NS,2025-03-31,0.18,236.02,1311.2222
SIGNPOST.NS,2025-06-30,2.86,212.88,74.4336
SIGNPOST.NS,2025-09-30,2.93,262.8,89.6928
SIGNPOST.NS,2025-12-31,3.39,220.93,65.1711
SIGNPOST.NS,2026-03-31,3.94,221.45,56.2056
SILVERTUC.NS,2023-03-31,0.32,36.54,114.1875
SILVERTUC.NS,2023-06-30,0.12,39.96,333.0
SILVERTUC.NS,2023-09-30,0.28,62.05,221.6071
SILVERTUC.NS,2023-12-31,0.37,69.5,187.8378
SILVERTUC.NS,2024-03-31,0.5,646.21,1292.42
SILVERTUC.NS,2024-06-30,0.26,728.85,2803.2692
SILVERTUC.NS,2024-09-30,0.35,743.0,2122.8571
SILVERTUC.NS,2024-12-31,0.41,700.05,1707.439
SILVERTUC.NS,2025-03-31,0.73,632.76,866.7945
SILVERTUC.NS,2025-06-30,0.32,769.05,2403.2812
SILVERTUC.NS,2025-09-30,0.59,709.0,1201.6949
SILVERTUC.NS,2025-12-31,0.87,1096.15,1259.9425
SILVERTUC.NS,2026-03-31,1.04,103.8,99.8077
SIMPLEXINF.NS,2023-03-31,-16.95,33.8,-1.9941
SIMPLEXINF.NS,2023-06-30,-26.3,34.0,-1.2928
SIMPLEXINF.NS,2023-09-30,-1.27,62.75,-49.4094
SIMPLEXINF.NS,2023-12-31,-13.8,80.15,-5.808
SIMPLEXINF.NS,2024-03-31,28.72,102.55,3.5707
SIMPLEXINF.NS,2024-06-30,-1.73,126.14,-72.9133
SIMPLEXINF.NS,2024-09-30,-1.89,244.36,-129.291
SIMPLEXINF.NS,2024-12-31,-1.96,296.9,-151.4796
SIMPLEXINF.NS,2025-03-31,6.46,322.05,49.8529
SIMPLEXINF.NS,2025-06-30,0.6,270.15,450.25
SIMPLEXINF.NS,2025-09-30,1.08,281.25,260.4167
SIMPLEXINF.NS,2025-12-31,1.0,247.4,247.4
SIMPLEXINF.NS,2026-03-31,2.4,140.3,58.4583
SINDHUTRAD.NS,2023-03-31,0.2,,
SINDHUTRAD.NS,2023-06-30,0.19,23.1,121.5789
SINDHUTRAD.NS,2023-09-30,0.33,27.0,81.8182
SINDHUTRAD.NS,2023-12-31,0.6,27.0,45.0
SINDHUTRAD.NS,2024-03-31,-0.66,28.5,-43.1818
SINDHUTRAD.NS,2024-06-30,0.46,21.41,46.5435
SINDHUTRAD.NS,2024-09-30,0.76,24.82,32.6579
SINDHUTRAD.NS,2024-12-31,-0.05,21.99,-439.8
SINDHUTRAD.NS,2025-03-31,-0.38,15.99,-42.0789
SINDHUTRAD.NS,2025-06-30,0.12,25.88,215.6667
SINDHUTRAD.NS,2025-09-30,0.07,28.25,403.5714
SINDHUTRAD.NS,2025-12-31,0.09,19.73,219.2222
SINDHUTRAD.NS,2026-03-31,0.09,20.82,231.3333
SIRCA.NS,2023-03-31,1.73,318.6,184.1618
SIRCA.NS,2023-06-30,2.35,341.76,145.4298
SIRCA.NS,2023-09-30,2.83,385.67,136.2792
SIRCA.NS,2023-12-31,1.92,406.71,211.8281
SIRCA.NS,2024-03-31,2.28,282.47,123.8904
SIRCA.NS,2024-06-30,1.86,318.2,171.0753
SIRCA.NS,2024-09-30,2.42,336.25,138.9463
SIRCA.NS,2024-12-31,2.09,341.99,163.6316
SIRCA.NS,2025-03-31,2.57,240.92,93.7432
SIRCA.NS,2025-06-30,2.59,379.56,146.5483
SIRCA.NS,2025-09-30,3.19,476.55,149.3887
SIRCA.NS,2025-12-31,2.65,486.65,183.6415
SIRCA.NS,2026-03-31,3.11,401.35,129.0514
SIS.NS,2023-03-31,6.39,314.25,49.1784
SIS.NS,2023-06-30,6.14,413.33,67.3176
SIS.NS,2023-09-30,5.17,421.71,81.5687
SIS.NS,2023-12-31,2.53,445.23,175.9802
SIS.NS,2024-03-31,-0.81,401.08,-495.1605
SIS.NS,2024-06-30,4.46,441.9,99.0807
SIS.NS,2024-09-30,4.77,409.26,85.7987
SIS.NS,2024-12-31,7.08,353.7,49.9576
SIS.NS,2025-03-31,-15.47,318.41,-20.5824
SIS.NS,2025-06-30,6.6,362.91,54.9864
SIS.NS,2025-09-30,5.73,342.33,59.7435
SIS.NS,2025-12-31,-9.81,326.75,-33.3078
SIS.NS,2026-03-31,7.26,280.3,38.6088
SIYSIL.NS,2023-03-31,18.81,390.81,20.7767
SIYSIL.NS,2023-06-30,2.13,508.18,238.5822
SIYSIL.NS,2023-09-30,13.08,539.23,41.2255
SIYSIL.NS,2023-12-31,9.79,509.34,52.0266
SIYSIL.NS,2024-03-31,15.21,420.67,27.6575
SIYSIL.NS,2024-06-30,2.53,489.92,193.6443
SIYSIL.NS,2024-09-30,15.03,463.45,30.835
SIYSIL.NS,2024-12-31,10.0,840.02,84.002
SIYSIL.NS,2025-03-31,15.88,640.35,40.3243
SIYSIL.NS,2025-06-30,1.02,689.33,675.8137
SIYSIL.NS,2025-09-30,19.11,639.8,33.4799
SIYSIL.NS,2025-12-31,9.21,624.37,67.7926
SIYSIL.NS,2026-03-31,21.55,432.86,20.0863
SJS.NS,2023-03-31,5.05,393.84,77.9881
SJS.NS,2023-06-30,5.8,562.85,97.0431
SJS.NS,2023-09-30,6.22,680.98,109.4823
SJS.NS,2023-12-31,6.69,615.35,91.9806
SJS.NS,2024-03-31,8.6,607.25,70.6105
SJS.NS,2024-06-30,8.97,777.39,86.6656
SJS.NS,2024-09-30,9.34,998.3,106.8844
SJS.NS,2024-12-31,8.8,1149.86,130.6659
SJS.NS,2025-03-31,10.67,900.11,84.359
SJS.NS,2025-06-30,11.03,1278.49,115.9102
SJS.NS,2025-09-30,13.71,1450.04,105.7651
SJS.NS,2025-12-31,13.96,1696.74,121.543
SJS.NS,2026-03-31,15.15,1548.38,102.2033
SJVN.NS,2023-03-31,0.04,31.53,788.25
SJVN.NS,2023-06-30,0.69,38.79,56.2174
SJVN.NS,2023-09-30,1.12,69.91,62.4196
SJVN.NS,2023-12-31,0.35,86.92,248.3429
SJVN.NS,2024-03-31,0.16,117.11,731.9375
SJVN.NS,2024-06-30,0.91,126.98,139.5385
SJVN.NS,2024-09-30,1.12,128.46,114.6964
SJVN.NS,2024-12-31,0.38,101.22,266.3684
SJVN.NS,2025-03-31,-0.32,89.89,-280.9062
SJVN.NS,2025-06-30,0.58,98.67,170.1207
SJVN.NS,2025-09-30,0.78,88.94,114.0256
SJVN.NS,2025-12-31,0.57,73.62,129.1579
SJVN.NS,2026-03-31,-0.3,63.35,-211.1667
SKFINDIA.NS,2023-03-31,24.88,4124.65,165.7818
SKFINDIA.NS,2023-06-30,31.26,4862.44,155.5483
SKFINDIA.NS,2023-09-30,18.21,4994.09,274.2499
SKFINDIA.NS,2023-12-31,26.75,4494.35,168.0131
SKFINDIA.NS,2024-03-31,35.47,4063.04,114.5486
SKFINDIA.NS,2024-06-30,32.17,6318.82,196.4196
SKFINDIA.NS,2024-09-30,19.07,5420.49,284.2417
SKFINDIA.NS,2024-12-31,22.17,4465.36,201.4145
SKFINDIA.NS,2025-03-31,41.15,3839.42,93.303
SKFINDIA.NS,2025-06-30,23.93,4801.88,200.6636
SKFINDIA.NS,2025-09-30,21.35,4715.6,220.8712
SKFINDIA.NS,2025-12-31,12.55,1851.1,147.498
SKFINDIA.NS,2026-03-31,-4.0,1413.7,-353.425
SKIPPER.NS,2023-03-31,2.1,93.9,44.7143
SKIPPER.NS,2023-06-30,1.44,164.33,114.1181
SKIPPER.NS,2023-09-30,1.75,216.69,123.8229
SKIPPER.NS,2023-12-31,1.81,223.19,123.3094
SKIPPER.NS,2024-03-31,2.23,323.26,144.9596
SKIPPER.NS,2024-06-30,2.87,350.5,122.1254
SKIPPER.NS,2024-09-30,2.92,470.56,161.1507
SKIPPER.NS,2024-12-31,3.21,542.9,169.1277
SKIPPER.NS,2025-03-31,4.25,437.17,102.8635
SKIPPER.NS,2025-06-30,4.01,508.01,126.6858
SKIPPER.NS,2025-09-30,3.28,515.05,157.0274
SKIPPER.NS,2025-12-31,4.68,435.05,92.9594
SKIPPER.NS,2026-03-31,6.91,334.35,48.3864
SKMEGGPROD.NS,2023-03-31,5.64,63.74,11.3014
SKMEGGPROD.NS,2023-06-30,6.69,107.88,16.1256
SKMEGGPROD.NS,2023-09-30,5.39,225.52,41.8404
SKMEGGPROD.NS,2023-12-31,2.22,190.32,85.7297
SKMEGGPROD.NS,2024-03-31,1.91,106.43,55.7225
SKMEGGPROD.NS,2024-06-30,2.29,130.75,57.0961
SKMEGGPROD.NS,2024-09-30,1.64,125.38,76.4512
SKMEGGPROD.NS,2024-12-31,1.43,125.6,87.8322
SKMEGGPROD.NS,2025-03-31,1.2,80.24,66.8667
SKMEGGPROD.NS,2025-06-30,3.09,126.82,41.0421
SKMEGGPROD.NS,2025-09-30,4.7,156.23,33.2404
SKMEGGPROD.NS,2025-12-31,5.7,212.75,37.3246
SKMEGGPROD.NS,2026-03-31,6.21,148.16,23.8583
SKYGOLD.NS,2023-03-31,0.57,27.15,47.6316
SKYGOLD.NS,2023-06-30,0.99,27.75,28.0303
SKYGOLD.NS,2023-09-30,0.68,32.85,48.3088
SKYGOLD.NS,2023-12-31,0.68,101.86,149.7941
SKYGOLD.NS,2024-03-31,1.03,96.05,93.2524
SKYGOLD.NS,2024-06-30,1.6,163.85,102.4062
SKYGOLD.NS,2024-09-30,2.69,269.43,100.1599
SKYGOLD.NS,2024-12-31,2.49,391.6,157.2691
SKYGOLD.NS,2025-03-31,2.6,321.55,123.6731
SKYGOLD.NS,2025-06-30,2.93,314.1,107.2014
SKYGOLD.NS,2025-09-30,4.33,263.25,60.7968
SKYGOLD.NS,2025-12-31,5.2,333.65,64.1635
SKYGOLD.NS,2026-03-31,5.44,318.25,58.5018
SMARTWORKS.NS,2024-06-30,-2.78,,
SMARTWORKS.NS,2024-09-30,-1.89,,
SMARTWORKS.NS,2024-12-31,-1.55,,
SMARTWORKS.NS,2025-03-31,-0.8,,
SMARTWORKS.NS,2025-06-30,-0.41,,
SMARTWORKS.NS,2025-09-30,-0.27,561.75,-2080.5556
SMARTWORKS.NS,2025-12-31,0.11,494.75,4497.7273
SMARTWORKS.NS,2026-03-31,1.45,372.45,256.8621
SMCGLOBAL.NS,2023-03-31,1.03,33.48,32.5049
SMCGLOBAL.NS,2023-06-30,1.43,35.72,24.979
SMCGLOBAL.NS,2023-09-30,1.89,37.24,19.7037
SMCGLOBAL.NS,2023-12-31,2.47,48.17,19.502
SMCGLOBAL.NS,2024-03-31,3.15,59.92,19.0222
SMCGLOBAL.NS,2024-06-30,2.53,77.96,30.8142
SMCGLOBAL.NS,2024-09-30,2.16,76.03,35.1991
SMCGLOBAL.NS,2024-12-31,2.08,65.45,31.4663
SMCGLOBAL.NS,2025-03-31,0.18,50.89,282.7222
SMCGLOBAL.NS,2025-06-30,1.42,76.7,54.0141
SMCGLOBAL.NS,2025-09-30,0.99,68.82,69.5152
SMCGLOBAL.NS,2025-12-31,1.46,89.71,61.4452
SMCGLOBAL.NS,2026-03-31,1.01,55.13,54.5842
SMSPHARMA.NS,2023-03-31,0.73,57.96,79.3973
SMSPHARMA.NS,2023-06-30,1.1,90.6,82.3636
SMSPHARMA.NS,2023-09-30,1.38,125.54,90.971
SMSPHARMA.NS,2023-12-31,1.36,118.41,87.0662
SMSPHARMA.NS,2024-03-31,2.04,177.81,87.1618
SMSPHARMA.NS,2024-06-30,1.95,222.83,114.2718
SMSPHARMA.NS,2024-09-30,1.66,350.32,211.0361
SMSPHARMA.NS,2024-12-31,2.15,238.52,110.9395
SMSPHARMA.NS,2025-03-31,2.29,212.49,92.7904
SMSPHARMA.NS,2025-06-30,2.31,250.36,108.381
SMSPHARMA.NS,2025-09-30,2.7,245.66,90.9852
SMSPHARMA.NS,2025-12-31,2.51,310.4,123.6653
SMSPHARMA.NS,2026-03-31,3.49,374.85,107.4069
SOBHA.NS,2023-03-31,4.54,427.04,94.0617
SOBHA.NS,2023-06-30,1.13,532.57,471.3009
SOBHA.NS,2023-09-30,1.4,703.13,502.2357
SOBHA.NS,2023-12-31,1.41,982.17,696.5745
SOBHA.NS,2024-03-31,0.66,1443.57,2187.2273
SOBHA.NS,2024-06-30,0.57,1949.65,3420.4386
SOBHA.NS,2024-09-30,2.44,1936.58,793.6803
SOBHA.NS,2024-12-31,2.03,1573.59,775.1675
SOBHA.NS,2025-03-31,3.82,1222.34,319.9843
SOBHA.NS,2025-06-30,1.27,1462.91,1151.8976
SOBHA.NS,2025-09-30,6.78,1541.5,227.3599
SOBHA.NS,2025-12-31,1.44,1459.3,1013.4028
SOBHA.NS,2026-03-31,8.59,1187.4,138.2305
SOFTTECH.NS,2023-03-31,0.31,142.15,458.5484
SOFTTECH.NS,2023-06-30,0.54,159.1,294.6296
SOFTTECH.NS,2023-09-30,1.03,179.25,174.0291
SOFTTECH.NS,2023-12-31,0.55,229.9,418.0
SOFTTECH.NS,2024-03-31,0.99,296.15,299.1414
SOFTTECH.NS,2024-06-30,0.5,371.4,742.8
SOFTTECH.NS,2024-09-30,0.36,370.3,1028.6111
SOFTTECH.NS,2024-12-31,0.13,524.2,4032.3077
SOFTTECH.NS,2025-03-31,0.03,352.15,11738.3333
SOFTTECH.NS,2025-06-30,0.69,384.55,557.3188
SOFTTECH.NS,2025-09-30,0.13,361.7,2782.3077
SOFTTECH.NS,2025-12-31,1.02,317.35,311.1275
SOFTTECH.NS,2026-03-31,1.74,218.65,125.6609
SOLARA.NS,2023-03-31,0.79,327.45,414.4937
SOLARA.NS,2023-06-30,-4.07,381.4,-93.7101
SOLARA.NS,2023-09-30,-3.58,357.15,-99.7626
SOLARA.NS,2023-12-31,-57.36,361.15,-6.2962
SOLARA.NS,2024-03-31,-53.2,370.95,-6.9727
SOLARA.NS,2024-06-30,-3.74,544.9,-145.6952
SOLARA.NS,2024-09-30,2.22,787.9,354.9099
SOLARA.NS,2024-12-31,2.24,678.8,303.0357
SOLARA.NS,2025-03-31,-0.58,513.2,-884.8276
SOLARA.NS,2025-06-30,2.91,637.05,218.9175
SOLARA.NS,2025-09-30,-2.79,602.95,-216.1111
SOLARA.NS,2025-12-31,-4.82,564.95,-117.2095
SOLARA.NS,2026-03-31,2.65,425.55,160.5849
SOLARINDS.NS,2023-03-31,22.78,3779.63,165.9188
SOLARINDS.NS,2023-06-30,21.82,3735.29,171.1865
SOLARINDS.NS,2023-09-30,22.12,4813.55,217.6108
SOLARINDS.NS,2023-12-31,22.47,6718.5,298.9987
SOLARINDS.NS,2024-03-31,25.98,8770.0,337.5674
SOLARINDS.NS,2024-06-30,31.66,10007.39,316.0894
SOLARINDS.NS,2024-09-30,31.59,11522.95,364.7657
SOLARINDS.NS,2024-12-31,34.8,9777.45,280.9612
SOLARINDS.NS,2025-03-31,35.61,11237.27,315.565
SOLARINDS.NS,2025-06-30,37.43,17587.47,469.8763
SOLARINDS.NS,2025-09-30,38.12,13326.0,349.5803
SOLARINDS.NS,2025-12-31,49.31,12252.0,248.4689
SOLARINDS.NS,2026-03-31,60.52,12076.0,199.5373
SOLARWORLD.NS,2024-06-30,75.39,,
SOLARWORLD.NS,2024-09-30,3.14,,
SOLARWORLD.NS,2024-12-31,5.76,,
SOLARWORLD.NS,2025-03-31,1.27,,
SOLARWORLD.NS,2025-06-30,1.74,,
SOLARWORLD.NS,2025-09-30,1.07,323.5,302.3364
SOLARWORLD.NS,2025-12-31,5.68,274.15,48.2658
SOLARWORLD.NS,2026-03-31,5.66,143.07,25.2774
SOLEX.NS,2024-09-30,8.42,1418.58,168.4774
SOLEX.NS,2024-12-31,13.01,1403.89,107.9085
SOLEX.NS,2025-03-31,13.26,630.97,47.5845
SOLEX.NS,2025-06-30,22.37,1311.02,58.6062
SOLEX.NS,2025-09-30,4.83,1680.65,347.9607
SOLEX.NS,2025-12-31,8.06,1238.5,153.66
SOLEX.NS,2026-03-31,53.61,921.3,17.1852
SOMANYCERA.NS,2023-03-31,5.73,477.6,83.3508
SOMANYCERA.NS,2023-06-30,3.43,693.71,202.2478
SOMANYCERA.NS,2023-09-30,6.9,679.9,98.5362
SOMANYCERA.NS,2023-12-31,5.22,703.84,134.8352
SOMANYCERA.NS,2024-03-31,7.51,566.6,75.4461
SOMANYCERA.NS,2024-06-30,2.99,816.9,273.2107
SOMANYCERA.NS,2024-09-30,4.18,717.86,171.7368
SOMANYCERA.NS,2024-12-31,2.27,629.62,277.3656
SOMANYCERA.NS,2025-03-31,5.2,413.44,79.5077
SOMANYCERA.NS,2025-06-30,2.53,554.15,219.0316
SOMANYCERA.NS,2025-09-30,3.65,442.72,121.2932
SOMANYCERA.NS,2025-12-31,4.39,396.51,90.3212
SOMANYCERA.NS,2026-03-31,9.22,354.03,38.398
SONACOMS.NS,2023-03-31,2.05,405.14,197.6293
SONACOMS.NS,2023-06-30,1.91,506.92,265.4031
SONACOMS.NS,2023-09-30,2.12,573.3,270.4245
SONACOMS.NS,2023-12-31,2.26,633.35,280.2434
SONACOMS.NS,2024-03-31,2.54,695.42,273.7874
SONACOMS.NS,2024-06-30,2.42,632.92,261.5372
SONACOMS.NS,2024-09-30,2.32,734.03,316.3922
SONACOMS.NS,2024-12-31,2.43,587.31,241.6914
SONACOMS.NS,2025-03-31,2.64,456.84,173.0455
SONACOMS.NS,2025-06-30,2.01,476.8,237.2139
SONACOMS.NS,2025-09-30,2.78,409.23,147.205
SONACOMS.NS,2025-12-31,2.43,476.46,196.0741
SONACOMS.NS,2026-03-31,3.09,480.1,155.3722
SONATSOFTW.NS,2023-03-31,4.06,401.03,98.7759
SONATSOFTW.NS,2023-06-30,4.28,484.06,113.0981
SONATSOFTW.NS,2023-09-30,4.43,511.51,115.465
SONATSOFTW.NS,2023-12-31,-1.65,722.37,-437.8
SONATSOFTW.NS,2024-03-31,3.94,702.53,178.3071
SONATSOFTW.NS,2024-06-30,3.77,576.2,152.8382
SONATSOFTW.NS,2024-09-30,3.8,617.54,162.5105
SONATSOFTW.NS,2024-12-31,3.74,586.57,156.8369
SONATSOFTW.NS,2025-03-31,3.83,338.3,88.329
SONATSOFTW.NS,2025-06-30,3.9,401.27,102.8897
SONATSOFTW.NS,2025-09-30,4.29,343.42,80.0513
SONATSOFTW.NS,2025-12-31,3.72,358.29,96.3145
SONATSOFTW.NS,2026-03-31,4.65,209.6,45.0753
SOTL.NS,2023-03-31,5.27,230.28,43.6964
SOTL.NS,2023-06-30,8.05,281.77,35.0025
SOTL.NS,2023-09-30,6.8,321.11,47.2221
SOTL.NS,2023-12-31,9.75,346.19,35.5067
SOTL.NS,2024-03-31,4.46,451.16,101.157
SOTL.NS,2024-06-30,5.77,548.32,95.0295
SOTL.NS,2024-09-30,4.49,558.16,124.3118
SOTL.NS,2024-12-31,1.81,524.94,290.0221
SOTL.NS,2025-03-31,4.23,365.08,86.3073
SOTL.NS,2025-06-30,8.1,412.5,50.9259
SOTL.NS,2025-09-30,5.92,407.75,68.8767
SOTL.NS,2025-12-31,5.54,383.9,69.296
SOTL.NS,2026-03-31,6.9,288.1,41.7536
SOUTHBANK.NS,2023-03-31,1.28,14.1,11.0156
SOUTHBANK.NS,2023-06-30,0.77,18.57,24.1169
SOUTHBANK.NS,2023-09-30,1.05,26.47,25.2095
SOUTHBANK.NS,2023-12-31,1.17,26.03,22.2479
SOUTHBANK.NS,2024-03-31,1.1,26.57,24.1545
SOUTHBANK.NS,2024-06-30,1.12,26.27,23.4554
SOUTHBANK.NS,2024-09-30,1.24,24.25,19.5565
SOUTHBANK.NS,2024-12-31,1.31,24.68,18.8397
SOUTHBANK.NS,2025-03-31,1.31,22.76,17.374
SOUTHBANK.NS,2025-06-30,1.23,30.38,24.6992
SOUTHBANK.NS,2025-09-30,1.34,28.95,21.6045
SOUTHBANK.NS,2025-12-31,1.43,38.32,26.7972
SOUTHBANK.NS,2026-03-31,1.56,34.22,21.9359
SOUTHWEST.NS,2023-03-31,1.34,110.63,82.5597
SOUTHWEST.NS,2023-06-30,0.13,150.05,1154.2308
SOUTHWEST.NS,2023-09-30,0.33,134.85,408.6364
SOUTHWEST.NS,2023-12-31,1.51,168.67,111.702
SOUTHWEST.NS,2024-03-31,1.0,103.76,103.76
SOUTHWEST.NS,2024-06-30,0.67,118.95,177.5373
SOUTHWEST.NS,2024-09-30,0.14,125.14,893.8571
SOUTHWEST.NS,2024-12-31,1.49,150.25,100.8389
SOUTHWEST.NS,2025-03-31,3.35,104.26,31.1224
SOUTHWEST.NS,2025-06-30,0.8,148.05,185.0625
SOUTHWEST.NS,2025-09-30,2.8,132.94,47.4786
SOUTHWEST.NS,2025-12-31,3.09,192.68,62.356
SOUTHWEST.NS,2026-03-31,4.37,212.87,48.7117
SPAL.NS,2023-03-31,8.21,319.16,38.8745
SPAL.NS,2023-06-30,5.98,461.53,77.1789
SPAL.NS,2023-09-30,11.38,504.47,44.3295
SPAL.NS,2023-12-31,7.03,605.25,86.0953
SPAL.NS,2024-03-31,11.35,578.92,51.0062
SPAL.NS,2024-06-30,7.2,728.46,101.175
SPAL.NS,2024-09-30,8.75,972.09,111.096
SPAL.NS,2024-12-31,9.64,913.5,94.7614
SPAL.NS,2025-03-31,12.12,679.44,56.0594
SPAL.NS,2025-06-30,8.53,857.61,100.5404
SPAL.NS,2025-09-30,13.83,723.65,52.3247
SPAL.NS,2025-12-31,10.74,702.4,65.4004
SPAL.NS,2026-03-31,7.35,696.65,94.7823
SPANDANA.NS,2023-03-31,11.96,532.85,44.5527
SPANDANA.NS,2023-06-30,13.53,719.1,53.1486
SPANDANA.NS,2023-09-30,14.16,834.4,58.9266
SPANDANA.NS,2023-12-31,14.4,1128.7,78.3819
SPANDANA.NS,2024-03-31,14.5,840.55,57.969
